scene_id,template,mixture_path,duration,n_events,first_event_text
mix_000102,random_mix,audio/mix_000102.wav,19.0,3,电子伴奏循环播放。
mix_000103,random_mix,audio/mix_000103.wav,17.7,2,A glass breaking sound.
mix_000104,random_mix,audio/mix_000104.wav,20.5,4,电子伴奏循环播放。
mix_000105,random_mix,audio/mix_000105.wav,27.3,3,短促的撞击声。
mix_000106,random_mix,audio/mix_000106.wav,26.0,3,远处的犬吠。
mix_000107,random_mix,audio/mix_000107.wav,19.2,4,Background music plays steadily.
mix_000108,random_mix,audio/mix_000108.wav,20.0,3,"""don't stop believing, hold on to that feeling"""
mix_000109,random_mix,audio/mix_000109.wav,29.2,4,"""take me home tonight"""
mix_000110,random_mix,audio/mix_000110.wav,16.7,2,"""don't stop believing, hold on to that feeling"""
mix_000111,random_mix,audio/mix_000111.wav,25.9,2,"""take me home tonight"""
mix_000112,random_mix,audio/mix_000112.wav,20.4,4,远处的犬吠。
mix_000113,random_mix,audio/mix_000113.wav,10.6,3,电子伴奏循环播放。
mix_000114,random_mix,audio/mix_000114.wav,27.8,3,"""don't stop believing, hold on to that feeling"""
mix_000115,random_mix,audio/mix_000115.wav,16.8,4,A speaker is talking.
mix_000116,random_mix,audio/mix_000116.wav,19.6,4,远处的犬吠。
mix_000117,random_mix,audio/mix_000117.wav,13.7,2,背景音乐持续播放，节奏平稳。
mix_000118,random_mix,audio/mix_000118.wav,22.9,2,远处的犬吠。
mix_000119,random_mix,audio/mix_000119.wav,12.4,3,一名说话者正在讲话。
mix_000120,random_mix,audio/mix_000120.wav,21.7,4,"""don't stop believing, hold on to that feeling"""
mix_000121,random_mix,audio/mix_000121.wav,13.6,4,一名说话者正在讲话。
mix_000122,random_mix,audio/mix_000122.wav,21.4,4,一名说话者正在讲话。
mix_000123,random_mix,audio/mix_000123.wav,16.1,3,电子伴奏循环播放。
mix_000124,random_mix,audio/mix_000124.wav,13.7,2,Background music plays steadily.
mix_000125,random_mix,audio/mix_000125.wav,17.9,4,"""月亮代表我的心"""
mix_000126,random_mix,audio/mix_000126.wav,24.1,2,"""la la la, dancing in the rain"""
mix_000127,random_mix,audio/mix_000127.wav,17.6,4,"""take me home tonight"""
mix_000128,random_mix,audio/mix_000128.wav,15.4,4,背景音乐持续播放，节奏平稳。
mix_000129,random_mix,audio/mix_000129.wav,17.1,4,背景音乐持续播放，节奏平稳。
mix_000130,random_mix,audio/mix_000130.wav,29.6,4,A speaker is talking.
mix_000131,random_mix,audio/mix_000131.wav,18.2,4,A speaker is talking.
mix_000132,random_mix,audio/mix_000132.wav,28.6,4,Background music plays steadily.
mix_000133,random_mix,audio/mix_000133.wav,21.8,4,一次玻璃破碎声。
mix_000134,random_mix,audio/mix_000134.wav,14.1,3,"""take me home tonight"""
mix_000135,random_mix,audio/mix_000135.wav,18.2,2,"""月亮代表我的心"""
mix_000136,random_mix,audio/mix_000136.wav,13.5,2,A speaker is talking.
mix_000137,random_mix,audio/mix_000137.wav,17.6,4,A speaker is talking.
mix_000138,random_mix,audio/mix_000138.wav,27.9,3,"""la la la, dancing in the rain"""
mix_000139,random_mix,audio/mix_000139.wav,29.8,3,一名说话者正在讲话。
mix_000140,random_mix,audio/mix_000140.wav,14.4,4,电子伴奏循环播放。
mix_000141,random_mix,audio/mix_000141.wav,10.3,3,背景音乐持续播放，节奏平稳。
mix_000142,random_mix,audio/mix_000142.wav,29.0,2,"""月亮代表我的心"""
mix_000143,random_mix,audio/mix_000143.wav,14.0,2,背景音乐持续播放，节奏平稳。
mix_000144,random_mix,audio/mix_000144.wav,27.6,4,A glass breaking sound.
mix_000145,random_mix,audio/mix_000145.wav,19.2,4,"""la la la, dancing in the rain"""
mix_000146,random_mix,audio/mix_000146.wav,25.7,4,Background music plays steadily.
mix_000147,random_mix,audio/mix_000147.wav,17.8,3,背景音乐持续播放，节奏平稳。
mix_000148,random_mix,audio/mix_000148.wav,21.4,2,"""la la la, dancing in the rain"""
mix_000149,random_mix,audio/mix_000149.wav,29.9,3,短促的撞击声。
mix_000150,random_mix,audio/mix_000150.wav,17.2,2,电子伴奏循环播放。
mix_000151,random_mix,audio/mix_000151.wav,18.9,4,短促的撞击声。
mix_000152,random_mix,audio/mix_000152.wav,21.4,3,电子伴奏循环播放。
mix_000153,random_mix,audio/mix_000153.wav,13.7,4,电子伴奏循环播放。
mix_000154,random_mix,audio/mix_000154.wav,20.6,2,说话者描述当前场景。
mix_000155,random_mix,audio/mix_000155.wav,23.9,3,一名说话者正在讲话。
mix_000156,random_mix,audio/mix_000156.wav,17.1,2,一名说话者正在讲话。
mix_000157,random_mix,audio/mix_000157.wav,22.7,3,一名说话者正在讲话。
mix_000158,random_mix,audio/mix_000158.wav,24.4,4,"""月亮代表我的心"""
mix_000159,random_mix,audio/mix_000159.wav,14.7,4,背景音乐持续播放，节奏平稳。
mix_000160,random_mix,audio/mix_000160.wav,18.0,3,说话者描述当前场景。
mix_000161,random_mix,audio/mix_000161.wav,28.4,3,说话者描述当前场景。
mix_000162,random_mix,audio/mix_000162.wav,26.6,3,"""月亮代表我的心"""
mix_000163,random_mix,audio/mix_000163.wav,11.4,2,远处的犬吠。
mix_000164,random_mix,audio/mix_000164.wav,16.4,4,A speaker is talking.
mix_000165,random_mix,audio/mix_000165.wav,16.3,4,说话者描述当前场景。
mix_000166,random_mix,audio/mix_000166.wav,28.8,2,"""la la la, dancing in the rain"""
mix_000167,random_mix,audio/mix_000167.wav,17.8,4,A speaker is talking.
mix_000168,random_mix,audio/mix_000168.wav,26.0,2,"""月亮代表我的心"""
mix_000169,random_mix,audio/mix_000169.wav,28.4,3,Background music plays steadily.
mix_000170,random_mix,audio/mix_000170.wav,11.8,4,电子伴奏循环播放。
mix_000171,random_mix,audio/mix_000171.wav,25.9,4,"""la la la, dancing in the rain"""
mix_000172,random_mix,audio/mix_000172.wav,22.7,3,短促的撞击声。
mix_000173,random_mix,audio/mix_000173.wav,27.5,3,一名说话者正在讲话。
mix_000174,random_mix,audio/mix_000174.wav,13.7,4,远处的犬吠。
mix_000175,random_mix,audio/mix_000175.wav,18.0,2,A glass breaking sound.
mix_000176,random_mix,audio/mix_000176.wav,21.6,3,电子伴奏循环播放。
mix_000177,random_mix,audio/mix_000177.wav,10.1,3,Background music plays steadily.
mix_000178,random_mix,audio/mix_000178.wav,23.7,4,电子伴奏循环播放。
mix_000179,random_mix,audio/mix_000179.wav,25.6,2,一名说话者正在讲话。
mix_000180,random_mix,audio/mix_000180.wav,29.4,4,A speaker is talking.
mix_000181,random_mix,audio/mix_000181.wav,13.4,2,Background music plays steadily.
mix_000182,random_mix,audio/mix_000182.wav,20.4,2,"""月亮代表我的心"""
mix_000183,random_mix,audio/mix_000183.wav,14.8,3,电子伴奏循环播放。
mix_000184,random_mix,audio/mix_000184.wav,26.2,4,"""take me home tonight"""
mix_000185,random_mix,audio/mix_000185.wav,13.1,4,短促的撞击声。
mix_000186,random_mix,audio/mix_000186.wav,11.3,3,一次玻璃破碎声。
mix_000187,random_mix,audio/mix_000187.wav,15.2,3,远处的犬吠。
mix_000188,random_mix,audio/mix_000188.wav,24.5,2,说话者描述当前场景。
mix_000189,random_mix,audio/mix_000189.wav,19.4,2,一次玻璃破碎声。
mix_000190,random_mix,audio/mix_000190.wav,12.0,4,远处的犬吠。
mix_000191,random_mix,audio/mix_000191.wav,24.7,2,说话者描述当前场景。
mix_000192,random_mix,audio/mix_000192.wav,10.8,2,一名说话者正在讲话。
mix_000193,random_mix,audio/mix_000193.wav,27.5,4,远处的犬吠。
mix_000194,random_mix,audio/mix_000194.wav,26.6,3,一次玻璃破碎声。
mix_000195,random_mix,audio/mix_000195.wav,20.4,4,说话者描述当前场景。
mix_000196,random_mix,audio/mix_000196.wav,12.7,2,A speaker is talking.
mix_000197,random_mix,audio/mix_000197.wav,12.9,2,"""la la la, dancing in the rain"""
mix_000198,random_mix,audio/mix_000198.wav,28.3,3,A glass breaking sound.
mix_000199,random_mix,audio/mix_000199.wav,15.7,4,A glass breaking sound.
mix_000200,random_mix,audio/mix_000200.wav,13.3,4,一次玻璃破碎声。
mix_000201,random_mix,audio/mix_000201.wav,27.5,2,A glass breaking sound.
mix_000202,random_mix,audio/mix_000202.wav,19.7,3,一次玻璃破碎声。
mix_000203,random_mix,audio/mix_000203.wav,14.3,4,"""月亮代表我的心"""
mix_000204,random_mix,audio/mix_000204.wav,20.8,3,说话者描述当前场景。
mix_000205,random_mix,audio/mix_000205.wav,11.1,2,A glass breaking sound.
mix_000206,random_mix,audio/mix_000206.wav,20.5,4,一名说话者正在讲话。
mix_000207,random_mix,audio/mix_000207.wav,10.7,2,"""月亮代表我的心"""
mix_000208,random_mix,audio/mix_000208.wav,22.2,3,电子伴奏循环播放。
mix_000209,random_mix,audio/mix_000209.wav,13.9,4,一名说话者正在讲话。
mix_000210,random_mix,audio/mix_000210.wav,27.2,3,电子伴奏循环播放。
mix_000211,random_mix,audio/mix_000211.wav,23.9,4,A glass breaking sound.
mix_000212,random_mix,audio/mix_000212.wav,14.5,2,短促的撞击声。
mix_000213,random_mix,audio/mix_000213.wav,27.1,5,一名说话者正在讲话。
mix_000214,random_mix,audio/mix_000214.wav,22.1,2,"""月亮代表我的心"""
mix_000215,random_mix,audio/mix_000215.wav,28.6,2,"""take me home tonight"""
mix_000216,random_mix,audio/mix_000216.wav,16.2,2,"""don't stop believing, hold on to that feeling"""
mix_000217,random_mix,audio/mix_000217.wav,12.6,2,A speaker is talking.
mix_000218,random_mix,audio/mix_000218.wav,10.7,2,A speaker is talking.
mix_000219,random_mix,audio/mix_000219.wav,11.9,3,电子伴奏循环播放。
mix_000220,random_mix,audio/mix_000220.wav,20.5,3,A speaker is talking.
mix_000221,random_mix,audio/mix_000221.wav,12.9,3,一次玻璃破碎声。
mix_000222,random_mix,audio/mix_000222.wav,10.9,4,一名说话者正在讲话。
mix_000223,random_mix,audio/mix_000223.wav,28.8,3,一名说话者正在讲话。
mix_000224,random_mix,audio/mix_000224.wav,10.3,3,"""don't stop believing, hold on to that feeling"""
mix_000225,random_mix,audio/mix_000225.wav,17.5,3,远处的犬吠。
mix_000226,random_mix,audio/mix_000226.wav,21.2,2,一名说话者正在讲话。
mix_000227,random_mix,audio/mix_000227.wav,15.6,4,一名说话者正在讲话。
mix_000228,random_mix,audio/mix_000228.wav,20.3,4,"""don't stop believing, hold on to that feeling"""
mix_000229,random_mix,audio/mix_000229.wav,22.9,3,A speaker is talking.
mix_000230,random_mix,audio/mix_000230.wav,20.8,3,A glass breaking sound.
mix_000231,random_mix,audio/mix_000231.wav,12.2,4,一名说话者正在讲话。
mix_000232,random_mix,audio/mix_000232.wav,23.2,3,电子伴奏循环播放。
mix_000233,random_mix,audio/mix_000233.wav,21.2,4,一名说话者正在讲话。
mix_000234,random_mix,audio/mix_000234.wav,29.7,2,短促的撞击声。
mix_000235,random_mix,audio/mix_000235.wav,25.1,2,说话者描述当前场景。
mix_000236,random_mix,audio/mix_000236.wav,26.1,3,A speaker is talking.
mix_000237,random_mix,audio/mix_000237.wav,27.1,2,说话者描述当前场景。
mix_000238,random_mix,audio/mix_000238.wav,20.9,3,一次玻璃破碎声。
mix_000239,random_mix,audio/mix_000239.wav,11.6,2,"""take me home tonight"""
mix_000240,random_mix,audio/mix_000240.wav,11.0,4,说话者描述当前场景。
mix_000241,random_mix,audio/mix_000241.wav,13.8,2,A speaker is talking.
mix_000242,random_mix,audio/mix_000242.wav,13.8,2,A speaker is talking.
mix_000243,random_mix,audio/mix_000243.wav,14.2,3,A speaker is talking.
mix_000244,random_mix,audio/mix_000244.wav,29.4,3,"""take me home tonight"""
mix_000245,random_mix,audio/mix_000245.wav,26.6,3,背景音乐持续播放，节奏平稳。
mix_000246,random_mix,audio/mix_000246.wav,11.6,4,说话者描述当前场景。
mix_000247,random_mix,audio/mix_000247.wav,11.4,2,A speaker is talking.
mix_000248,random_mix,audio/mix_000248.wav,17.5,4,说话者描述当前场景。
mix_000249,random_mix,audio/mix_000249.wav,21.2,2,远处的犬吠。
mix_000250,random_mix,audio/mix_000250.wav,21.1,2,"""la la la, dancing in the rain"""
mix_000251,random_mix,audio/mix_000251.wav,18.1,3,"""take me home tonight"""
mix_000252,random_mix,audio/mix_000252.wav,12.5,4,"""月亮代表我的心"""
mix_000253,random_mix,audio/mix_000253.wav,25.0,4,A glass breaking sound.
mix_000254,random_mix,audio/mix_000254.wav,22.7,3,背景音乐持续播放，节奏平稳。
mix_000255,random_mix,audio/mix_000255.wav,26.5,4,说话者描述当前场景。
mix_000256,random_mix,audio/mix_000256.wav,26.0,3,"""take me home tonight"""
mix_000257,random_mix,audio/mix_000257.wav,18.0,2,"""la la la, dancing in the rain"""
mix_000258,random_mix,audio/mix_000258.wav,14.8,2,Background music plays steadily.
mix_000259,random_mix,audio/mix_000259.wav,18.6,4,电子伴奏循环播放。
mix_000260,random_mix,audio/mix_000260.wav,22.4,3,"""la la la, dancing in the rain"""
mix_000261,random_mix,audio/mix_000261.wav,15.1,3,远处的犬吠。
mix_000262,random_mix,audio/mix_000262.wav,11.8,4,A speaker is talking.
mix_000263,random_mix,audio/mix_000263.wav,16.3,2,背景音乐持续播放，节奏平稳。
mix_000264,random_mix,audio/mix_000264.wav,27.8,2,短促的撞击声。
mix_000265,random_mix,audio/mix_000265.wav,26.1,2,电子伴奏循环播放。
mix_000266,random_mix,audio/mix_000266.wav,29.3,3,A glass breaking sound.
mix_000267,random_mix,audio/mix_000267.wav,11.6,3,A glass breaking sound.
mix_000268,random_mix,audio/mix_000268.wav,16.2,3,"""take me home tonight"""
mix_000269,random_mix,audio/mix_000269.wav,14.4,2,远处的犬吠。
mix_000270,random_mix,audio/mix_000270.wav,26.4,2,电子伴奏循环播放。
mix_000271,random_mix,audio/mix_000271.wav,19.1,2,"""月亮代表我的心"""
mix_000272,random_mix,audio/mix_000272.wav,19.6,2,A speaker is talking.
mix_000273,random_mix,audio/mix_000273.wav,17.1,3,说话者描述当前场景。
mix_000274,random_mix,audio/mix_000274.wav,18.2,3,Background music plays steadily.
mix_000275,random_mix,audio/mix_000275.wav,10.5,2,短促的撞击声。
mix_000276,random_mix,audio/mix_000276.wav,12.2,3,电子伴奏循环播放。
mix_000277,random_mix,audio/mix_000277.wav,19.1,3,A speaker is talking.
mix_000278,random_mix,audio/mix_000278.wav,26.2,3,"""la la la, dancing in the rain"""
mix_000279,random_mix,audio/mix_000279.wav,24.8,2,"""take me home tonight"""
mix_000280,random_mix,audio/mix_000280.wav,11.5,2,一次玻璃破碎声。
mix_000281,random_mix,audio/mix_000281.wav,19.6,4,说话者描述当前场景。
mix_000282,random_mix,audio/mix_000282.wav,20.9,4,远处的犬吠。
mix_000283,random_mix,audio/mix_000283.wav,18.7,3,"""月亮代表我的心"""
mix_000284,random_mix,audio/mix_000284.wav,13.4,4,说话者描述当前场景。
mix_000285,random_mix,audio/mix_000285.wav,26.0,3,"""take me home tonight"""
mix_000286,random_mix,audio/mix_000286.wav,20.6,3,A glass breaking sound.
mix_000287,random_mix,audio/mix_000287.wav,11.6,3,A speaker is talking.
mix_000288,random_mix,audio/mix_000288.wav,17.9,3,说话者描述当前场景。
mix_000289,random_mix,audio/mix_000289.wav,26.5,3,"""don't stop believing, hold on to that feeling"""
mix_000290,random_mix,audio/mix_000290.wav,17.4,2,说话者描述当前场景。
mix_000291,random_mix,audio/mix_000291.wav,25.2,4,A glass breaking sound.
mix_000292,random_mix,audio/mix_000292.wav,27.1,4,电子伴奏循环播放。
mix_000293,random_mix,audio/mix_000293.wav,13.1,3,A glass breaking sound.
mix_000294,random_mix,audio/mix_000294.wav,24.2,4,说话者描述当前场景。
mix_000295,random_mix,audio/mix_000295.wav,15.2,4,说话者描述当前场景。
mix_000296,random_mix,audio/mix_000296.wav,17.9,3,A speaker is talking.
mix_000297,random_mix,audio/mix_000297.wav,10.1,4,说话者描述当前场景。
mix_000298,random_mix,audio/mix_000298.wav,15.0,3,背景音乐持续播放，节奏平稳。
mix_000299,random_mix,audio/mix_000299.wav,26.3,2,"""don't stop believing, hold on to that feeling"""
mix_000300,random_mix,audio/mix_000300.wav,24.5,2,电子伴奏循环播放。
mix_000301,random_mix,audio/mix_000301.wav,28.8,2,远处的犬吠。
mix_000302,random_mix,audio/mix_000302.wav,23.1,3,"""don't stop believing, hold on to that feeling"""
mix_000303,random_mix,audio/mix_000303.wav,11.1,4,一名说话者正在讲话。
mix_000304,random_mix,audio/mix_000304.wav,17.5,3,A speaker is talking.
mix_000305,random_mix,audio/mix_000305.wav,27.6,4,一名说话者正在讲话。
mix_000306,random_mix,audio/mix_000306.wav,13.8,3,A speaker is talking.
mix_000307,random_mix,audio/mix_000307.wav,15.7,3,一名说话者正在讲话。
mix_000308,random_mix,audio/mix_000308.wav,14.2,4,Background music plays steadily.
mix_000309,random_mix,audio/mix_000309.wav,24.1,2,背景音乐持续播放，节奏平稳。
mix_000310,random_mix,audio/mix_000310.wav,29.9,3,A speaker is talking.
mix_000311,random_mix,audio/mix_000311.wav,21.9,4,说话者描述当前场景。
mix_000312,random_mix,audio/mix_000312.wav,14.6,2,"""don't stop believing, hold on to that feeling"""
mix_000313,random_mix,audio/mix_000313.wav,20.6,2,短促的撞击声。
mix_000314,random_mix,audio/mix_000314.wav,11.8,2,"""don't stop believing, hold on to that feeling"""
mix_000315,random_mix,audio/mix_000315.wav,27.0,4,一次玻璃破碎声。
mix_000316,random_mix,audio/mix_000316.wav,20.9,4,一名说话者正在讲话。
mix_000317,random_mix,audio/mix_000317.wav,15.6,4,"""la la la, dancing in the rain"""
mix_000318,random_mix,audio/mix_000318.wav,21.3,2,A glass breaking sound.
mix_000319,random_mix,audio/mix_000319.wav,11.1,3,短促的撞击声。
mix_000320,random_mix,audio/mix_000320.wav,12.7,3,一名说话者正在讲话。
mix_000321,random_mix,audio/mix_000321.wav,18.3,2,一名说话者正在讲话。
mix_000322,random_mix,audio/mix_000322.wav,14.1,4,说话者描述当前场景。
mix_000323,random_mix,audio/mix_000323.wav,20.6,4,背景音乐持续播放，节奏平稳。
mix_000324,random_mix,audio/mix_000324.wav,27.4,2,短促的撞击声。
mix_000325,random_mix,audio/mix_000325.wav,24.7,4,一名说话者正在讲话。
mix_000326,random_mix,audio/mix_000326.wav,26.5,4,Background music plays steadily.
mix_000327,random_mix,audio/mix_000327.wav,16.9,4,短促的撞击声。
mix_000328,random_mix,audio/mix_000328.wav,23.5,2,说话者描述当前场景。
mix_000329,random_mix,audio/mix_000329.wav,12.6,4,背景音乐持续播放，节奏平稳。
mix_000330,random_mix,audio/mix_000330.wav,14.0,3,"""月亮代表我的心"""
mix_000331,random_mix,audio/mix_000331.wav,25.2,4,A speaker is talking.
mix_000332,random_mix,audio/mix_000332.wav,17.1,3,"""take me home tonight"""
mix_000333,random_mix,audio/mix_000333.wav,26.3,2,"""月亮代表我的心"""
mix_000334,random_mix,audio/mix_000334.wav,18.1,4,"""don't stop believing, hold on to that feeling"""
mix_000335,random_mix,audio/mix_000335.wav,15.8,3,远处的犬吠。
mix_000336,random_mix,audio/mix_000336.wav,26.9,4,A glass breaking sound.
mix_000337,random_mix,audio/mix_000337.wav,23.7,2,"""don't stop believing, hold on to that feeling"""
mix_000338,random_mix,audio/mix_000338.wav,25.9,2,电子伴奏循环播放。
mix_000339,random_mix,audio/mix_000339.wav,21.3,3,短促的撞击声。
