scene_id,template,mixture_path,duration,n_events,first_event_text
mix_000138,speech_music_sfx,audio/mix_000138.wav,27.9,3,电子伴奏循环播放。
mix_000139,music_with_sfx,audio/mix_000139.wav,29.8,2,Background music plays steadily.
mix_000140,speech_over_music,audio/mix_000140.wav,14.4,2,背景音乐持续播放，节奏平稳。
mix_000141,speech_music_sfx,audio/mix_000141.wav,10.3,3,电子伴奏循环播放。
mix_000142,speech_over_music,audio/mix_000142.wav,29.0,2,背景音乐持续播放，节奏平稳。
mix_000143,speech_over_music,audio/mix_000143.wav,14.0,2,一名说话者正在讲话。
mix_000144,ambient_with_intermittent_sfx,audio/mix_000144.wav,27.6,2,雨声背景。
mix_000145,speech_over_music,audio/mix_000145.wav,19.2,2,背景音乐持续播放，节奏平稳。
mix_000146,music_with_sfx,audio/mix_000146.wav,25.7,2,Background music plays steadily.
mix_000147,isolated_sfx,audio/mix_000147.wav,17.8,1,一次玻璃破碎声。
mix_000148,repeated_event,audio/mix_000148.wav,21.4,1,A glass breaking sound.
mix_000149,ambient_with_intermittent_sfx,audio/mix_000149.wav,29.9,2,Ambient room tone.
mix_000150,speech_over_music,audio/mix_000150.wav,17.2,2,电子伴奏循环播放。
mix_000151,speech_music_sfx,audio/mix_000151.wav,18.9,3,电子伴奏循环播放。
mix_000152,ambient_with_intermittent_sfx,audio/mix_000152.wav,21.4,2,雨声背景。
mix_000153,speech_over_music,audio/mix_000153.wav,13.7,2,电子伴奏循环播放。
mix_000154,speech_music_sfx,audio/mix_000154.wav,20.6,3,背景音乐持续播放，节奏平稳。
mix_000155,repeated_event,audio/mix_000155.wav,23.9,1,A glass breaking sound.
mix_000156,music_with_sfx,audio/mix_000156.wav,17.1,2,Background music plays steadily.
mix_000157,speech_over_music,audio/mix_000157.wav,22.7,2,Background music plays steadily.
mix_000158,speech_music_sfx,audio/mix_000158.wav,24.4,3,电子伴奏循环播放。
mix_000159,music_with_sfx,audio/mix_000159.wav,14.7,2,电子伴奏循环播放。
mix_000160,speech_over_music,audio/mix_000160.wav,18.0,2,电子伴奏循环播放。
mix_000161,music_with_sfx,audio/mix_000161.wav,28.4,2,背景音乐持续播放，节奏平稳。
mix_000162,music_with_sfx,audio/mix_000162.wav,26.6,2,Background music plays steadily.
mix_000163,speech_music_sfx,audio/mix_000163.wav,11.4,3,背景音乐持续播放，节奏平稳。
mix_000164,speech_music_sfx,audio/mix_000164.wav,16.4,3,背景音乐持续播放，节奏平稳。
mix_000165,music_with_sfx,audio/mix_000165.wav,16.3,2,电子伴奏循环播放。
mix_000166,music_with_sfx,audio/mix_000166.wav,28.8,2,背景音乐持续播放，节奏平稳。
mix_000167,repeated_event,audio/mix_000167.wav,17.8,1,一次玻璃破碎声。
mix_000168,speech_over_music,audio/mix_000168.wav,26.0,2,Background music plays steadily.
mix_000169,speech_music_sfx,audio/mix_000169.wav,28.4,3,Background music plays steadily.
mix_000170,speech_over_music,audio/mix_000170.wav,11.8,2,背景音乐持续播放，节奏平稳。
mix_000171,isolated_sfx,audio/mix_000171.wav,25.9,1,短促的撞击声。
mix_000172,music_with_sfx,audio/mix_000172.wav,22.7,2,电子伴奏循环播放。
mix_000173,speech_over_music,audio/mix_000173.wav,27.5,2,背景音乐持续播放，节奏平稳。
mix_000174,speech_over_music,audio/mix_000174.wav,13.7,2,Background music plays steadily.
mix_000175,speech_over_music,audio/mix_000175.wav,18.0,2,背景音乐持续播放，节奏平稳。
mix_000176,ambient_with_intermittent_sfx,audio/mix_000176.wav,21.6,2,Ambient room tone.
mix_000177,music_with_sfx,audio/mix_000177.wav,10.1,2,背景音乐持续播放，节奏平稳。
mix_000178,speech_over_music,audio/mix_000178.wav,23.7,2,电子伴奏循环播放。
mix_000179,music_with_sfx,audio/mix_000179.wav,25.6,2,电子伴奏循环播放。
mix_000180,ambient_with_intermittent_sfx,audio/mix_000180.wav,29.4,2,Ambient room tone.
mix_000181,speech_music_sfx,audio/mix_000181.wav,13.4,3,背景音乐持续播放，节奏平稳。
mix_000182,speech_music_sfx,audio/mix_000182.wav,20.4,3,Background music plays steadily.
mix_000183,isolated_sfx,audio/mix_000183.wav,14.8,1,A glass breaking sound.
mix_000184,music_with_sfx,audio/mix_000184.wav,26.2,2,Background music plays steadily.
mix_000185,music_with_sfx,audio/mix_000185.wav,13.1,2,电子伴奏循环播放。
mix_000186,speech_music_sfx,audio/mix_000186.wav,11.3,3,Background music plays steadily.
mix_000187,speech_over_music,audio/mix_000187.wav,15.2,2,Background music plays steadily.
mix_000188,speech_over_music,audio/mix_000188.wav,24.5,2,Background music plays steadily.
mix_000189,music_with_sfx,audio/mix_000189.wav,19.4,2,背景音乐持续播放，节奏平稳。
mix_000190,speech_over_music,audio/mix_000190.wav,12.0,2,背景音乐持续播放，节奏平稳。
mix_000191,speech_music_sfx,audio/mix_000191.wav,24.7,3,背景音乐持续播放，节奏平稳。
mix_000192,music_with_sfx,audio/mix_000192.wav,10.8,2,背景音乐持续播放，节奏平稳。
mix_000193,repeated_event,audio/mix_000193.wav,27.5,1,一次玻璃破碎声。
mix_000194,speech_music_sfx,audio/mix_000194.wav,26.6,3,电子伴奏循环播放。
mix_000195,music_with_sfx,audio/mix_000195.wav,20.4,2,背景音乐持续播放，节奏平稳。
mix_000196,music_with_sfx,audio/mix_000196.wav,12.7,2,Background music plays steadily.
mix_000197,isolated_sfx,audio/mix_000197.wav,12.9,1,A glass breaking sound.
mix_000198,music_with_sfx,audio/mix_000198.wav,28.3,2,电子伴奏循环播放。
mix_000199,speech_music_sfx,audio/mix_000199.wav,15.7,3,Background music plays steadily.
mix_000200,speech_over_music,audio/mix_000200.wav,13.3,2,Background music plays steadily.
mix_000201,music_with_sfx,audio/mix_000201.wav,27.5,2,Background music plays steadily.
mix_000202,speech_over_music,audio/mix_000202.wav,19.7,2,Background music plays steadily.
mix_000203,speech_over_music,audio/mix_000203.wav,14.3,2,Background music plays steadily.
mix_000204,speech_music_sfx,audio/mix_000204.wav,20.8,3,Background music plays steadily.
mix_000205,music_with_sfx,audio/mix_000205.wav,11.1,2,电子伴奏循环播放。
mix_000206,speech_music_sfx,audio/mix_000206.wav,20.5,3,背景音乐持续播放，节奏平稳。
mix_000207,isolated_sfx,audio/mix_000207.wav,10.7,1,远处的犬吠。
mix_000208,repeated_event,audio/mix_000208.wav,22.2,1,A glass breaking sound.
mix_000209,music_with_sfx,audio/mix_000209.wav,13.9,2,Background music plays steadily.
mix_000210,music_with_sfx,audio/mix_000210.wav,27.2,2,电子伴奏循环播放。
mix_000211,music_with_sfx,audio/mix_000211.wav,23.9,2,Background music plays steadily.
mix_000212,repeated_event,audio/mix_000212.wav,14.5,1,短促的撞击声。
mix_000213,repeated_event,audio/mix_000213.wav,27.1,1,一次玻璃破碎声。
mix_000214,repeated_event,audio/mix_000214.wav,22.1,1,A glass breaking sound.
mix_000215,speech_over_music,audio/mix_000215.wav,28.6,2,背景音乐持续播放，节奏平稳。
mix_000216,ambient_with_intermittent_sfx,audio/mix_000216.wav,16.2,2,Ambient room tone.
mix_000217,speech_music_sfx,audio/mix_000217.wav,12.6,3,电子伴奏循环播放。
mix_000218,speech_over_music,audio/mix_000218.wav,10.7,2,说话者描述当前场景。
mix_000219,isolated_sfx,audio/mix_000219.wav,11.9,1,A glass breaking sound.
mix_000220,ambient_with_intermittent_sfx,audio/mix_000220.wav,20.5,2,雨声背景。
mix_000221,music_with_sfx,audio/mix_000221.wav,12.9,2,背景音乐持续播放，节奏平稳。
mix_000222,speech_music_sfx,audio/mix_000222.wav,10.9,3,电子伴奏循环播放。
mix_000223,music_with_sfx,audio/mix_000223.wav,28.8,2,电子伴奏循环播放。
mix_000224,speech_over_music,audio/mix_000224.wav,10.3,2,Background music plays steadily.
mix_000225,isolated_sfx,audio/mix_000225.wav,17.5,1,A glass breaking sound.
mix_000226,speech_over_music,audio/mix_000226.wav,21.2,2,电子伴奏循环播放。
mix_000227,repeated_event,audio/mix_000227.wav,15.6,1,短促的撞击声。
mix_000228,speech_music_sfx,audio/mix_000228.wav,20.3,3,电子伴奏循环播放。
mix_000229,speech_over_music,audio/mix_000229.wav,22.9,2,背景音乐持续播放，节奏平稳。
mix_000230,speech_over_music,audio/mix_000230.wav,20.8,2,背景音乐持续播放，节奏平稳。
mix_000231,speech_music_sfx,audio/mix_000231.wav,12.2,3,背景音乐持续播放，节奏平稳。
mix_000232,repeated_event,audio/mix_000232.wav,23.2,1,短促的撞击声。
mix_000233,speech_over_music,audio/mix_000233.wav,21.2,2,背景音乐持续播放，节奏平稳。
mix_000234,ambient_with_intermittent_sfx,audio/mix_000234.wav,29.7,2,Ambient room tone.
mix_000235,speech_over_music,audio/mix_000235.wav,25.1,2,背景音乐持续播放，节奏平稳。
mix_000236,repeated_event,audio/mix_000236.wav,26.1,1,远处的犬吠。
mix_000237,music_with_sfx,audio/mix_000237.wav,27.1,2,电子伴奏循环播放。
mix_000238,speech_over_music,audio/mix_000238.wav,20.9,2,电子伴奏循环播放。
mix_000239,speech_over_music,audio/mix_000239.wav,11.6,2,Background music plays steadily.
mix_000240,music_with_sfx,audio/mix_000240.wav,11.0,2,电子伴奏循环播放。
mix_000241,isolated_sfx,audio/mix_000241.wav,13.8,1,远处的犬吠。
mix_000242,repeated_event,audio/mix_000242.wav,13.8,1,一次玻璃破碎声。
mix_000243,speech_over_music,audio/mix_000243.wav,14.2,2,Background music plays steadily.
mix_000244,speech_music_sfx,audio/mix_000244.wav,29.4,3,电子伴奏循环播放。
mix_000245,speech_music_sfx,audio/mix_000245.wav,26.6,3,Background music plays steadily.
mix_000246,music_with_sfx,audio/mix_000246.wav,11.6,2,背景音乐持续播放，节奏平稳。
mix_000247,repeated_event,audio/mix_000247.wav,11.4,1,一次玻璃破碎声。
mix_000248,speech_over_music,audio/mix_000248.wav,17.5,2,Background music plays steadily.
mix_000249,speech_over_music,audio/mix_000249.wav,21.2,2,背景音乐持续播放，节奏平稳。
mix_000250,speech_over_music,audio/mix_000250.wav,21.1,2,Background music plays steadily.
mix_000251,speech_music_sfx,audio/mix_000251.wav,18.1,3,背景音乐持续播放，节奏平稳。
mix_000252,speech_music_sfx,audio/mix_000252.wav,12.5,3,Background music plays steadily.
mix_000253,ambient_with_intermittent_sfx,audio/mix_000253.wav,25.0,2,雨声背景。
mix_000254,ambient_with_intermittent_sfx,audio/mix_000254.wav,22.7,2,雨声背景。
mix_000255,ambient_with_intermittent_sfx,audio/mix_000255.wav,26.5,2,持续的环境噪声。
mix_000256,speech_over_music,audio/mix_000256.wav,26.0,2,电子伴奏循环播放。
mix_000257,isolated_sfx,audio/mix_000257.wav,18.0,1,远处的犬吠。
mix_000258,isolated_sfx,audio/mix_000258.wav,14.8,1,远处的犬吠。
mix_000259,speech_music_sfx,audio/mix_000259.wav,18.6,3,Background music plays steadily.
mix_000260,isolated_sfx,audio/mix_000260.wav,22.4,1,A glass breaking sound.
mix_000261,ambient_with_intermittent_sfx,audio/mix_000261.wav,15.1,2,雨声背景。
mix_000262,speech_music_sfx,audio/mix_000262.wav,11.8,3,背景音乐持续播放，节奏平稳。
mix_000263,music_with_sfx,audio/mix_000263.wav,16.3,2,电子伴奏循环播放。
mix_000264,speech_music_sfx,audio/mix_000264.wav,27.8,3,背景音乐持续播放，节奏平稳。
mix_000265,speech_over_music,audio/mix_000265.wav,26.1,2,电子伴奏循环播放。
mix_000266,speech_music_sfx,audio/mix_000266.wav,29.3,3,背景音乐持续播放，节奏平稳。
mix_000267,speech_over_music,audio/mix_000267.wav,11.6,2,电子伴奏循环播放。
mix_000268,speech_over_music,audio/mix_000268.wav,16.2,2,背景音乐持续播放，节奏平稳。
mix_000269,music_with_sfx,audio/mix_000269.wav,14.4,2,电子伴奏循环播放。
mix_000270,isolated_sfx,audio/mix_000270.wav,26.4,1,短促的撞击声。
mix_000271,isolated_sfx,audio/mix_000271.wav,19.1,1,A glass breaking sound.
mix_000272,music_with_sfx,audio/mix_000272.wav,19.6,2,Background music plays steadily.
mix_000273,speech_music_sfx,audio/mix_000273.wav,17.1,3,Background music plays steadily.
mix_000274,speech_over_music,audio/mix_000274.wav,18.2,2,Background music plays steadily.
mix_000275,speech_over_music,audio/mix_000275.wav,10.5,2,电子伴奏循环播放。
mix_000276,ambient_with_intermittent_sfx,audio/mix_000276.wav,12.2,2,雨声背景。
mix_000277,speech_over_music,audio/mix_000277.wav,19.1,2,背景音乐持续播放，节奏平稳。
mix_000278,music_with_sfx,audio/mix_000278.wav,26.2,2,背景音乐持续播放，节奏平稳。
mix_000279,speech_music_sfx,audio/mix_000279.wav,24.8,3,电子伴奏循环播放。
mix_000280,speech_over_music,audio/mix_000280.wav,11.5,2,一名说话者正在讲话。
mix_000281,music_with_sfx,audio/mix_000281.wav,19.6,2,电子伴奏循环播放。
mix_000282,speech_over_music,audio/mix_000282.wav,20.9,2,Background music plays steadily.
mix_000283,speech_over_music,audio/mix_000283.wav,18.7,2,Background music plays steadily.
mix_000284,speech_over_music,audio/mix_000284.wav,13.4,2,Background music plays steadily.
mix_000285,speech_music_sfx,audio/mix_000285.wav,26.0,3,电子伴奏循环播放。
mix_000286,speech_over_music,audio/mix_000286.wav,20.6,2,背景音乐持续播放，节奏平稳。
mix_000287,music_with_sfx,audio/mix_000287.wav,11.6,2,背景音乐持续播放，节奏平稳。
mix_000288,music_with_sfx,audio/mix_000288.wav,17.9,2,电子伴奏循环播放。
mix_000289,music_with_sfx,audio/mix_000289.wav,26.5,2,背景音乐持续播放，节奏平稳。
mix_000290,speech_over_music,audio/mix_000290.wav,17.4,2,背景音乐持续播放，节奏平稳。
mix_000291,ambient_with_intermittent_sfx,audio/mix_000291.wav,25.2,2,雨声背景。
mix_000292,music_with_sfx,audio/mix_000292.wav,27.1,2,Background music plays steadily.
mix_000293,repeated_event,audio/mix_000293.wav,13.1,1,短促的撞击声。
mix_000294,ambient_with_intermittent_sfx,audio/mix_000294.wav,24.2,2,Ambient room tone.
mix_000295,music_with_sfx,audio/mix_000295.wav,15.2,2,Background music plays steadily.
mix_000296,music_with_sfx,audio/mix_000296.wav,17.9,2,背景音乐持续播放，节奏平稳。
mix_000297,speech_music_sfx,audio/mix_000297.wav,10.1,3,Background music plays steadily.
mix_000298,music_with_sfx,audio/mix_000298.wav,15.0,2,背景音乐持续播放，节奏平稳。
mix_000299,music_with_sfx,audio/mix_000299.wav,26.3,2,电子伴奏循环播放。
mix_000300,isolated_sfx,audio/mix_000300.wav,24.5,1,短促的撞击声。
mix_000301,repeated_event,audio/mix_000301.wav,28.8,1,A glass breaking sound.
mix_000302,ambient_with_intermittent_sfx,audio/mix_000302.wav,23.1,2,持续的环境噪声。
mix_000303,speech_music_sfx,audio/mix_000303.wav,11.1,3,Background music plays steadily.
mix_000304,music_with_sfx,audio/mix_000304.wav,17.5,2,Background music plays steadily.
mix_000305,ambient_with_intermittent_sfx,audio/mix_000305.wav,27.6,2,持续的环境噪声。
mix_000306,speech_music_sfx,audio/mix_000306.wav,13.8,3,A speaker is talking.
mix_000307,speech_over_music,audio/mix_000307.wav,15.7,2,背景音乐持续播放，节奏平稳。
mix_000308,speech_over_music,audio/mix_000308.wav,14.2,2,Background music plays steadily.
mix_000309,isolated_sfx,audio/mix_000309.wav,24.1,1,短促的撞击声。
mix_000310,speech_over_music,audio/mix_000310.wav,29.9,2,背景音乐持续播放，节奏平稳。
mix_000311,speech_over_music,audio/mix_000311.wav,21.9,2,电子伴奏循环播放。
mix_000312,music_with_sfx,audio/mix_000312.wav,14.6,2,背景音乐持续播放，节奏平稳。
